,names,positions,twitters,fbs,bios,curs,tracked_mods
590,饒村曜,気象予報士,NaN,NaN,1951年新潟県生まれ。新潟大学理学部卒業後に気象庁に入り、予報官などを経て、1995年阪神大震災のときは神戸海洋気象台予報課長。その後、福井・和歌山・静岡・東京航空地方気象台長など、防災対策先進県で勤務しました。自然災害に対しては、ちょっとした知恵があれば軽減できるのではないかと感じ、台風進路予報の予報円表示など防災情報の発表やその改善のかたわら、わかりやすい著作などを積み重ねてきました。2015年6月新刊『特別警報と自然災害がわかる本』(オーム社)という本を出版しました。,NaN,42
591,林公代,宇宙ライター,payapima,NaN,神戸大学文学部英米文学科卒。日本宇宙少年団情報誌編集長を経てフリーライターに。宇宙・天文分野を中心に取材・執筆。NASA、ロシア、日本のロケット打ち上げ、ハワイ島や南米チリの望遠鏡など宇宙・天文関連の取材歴約30年。「宇宙に行くことは地球を知ること」（野口聡一 矢野顕子 取材・文 林公代 光文社新書）「星宙の飛行士」（油井亀美也宇宙飛行士と共著。実務教育出版）など著書多数。,1,0
592,平野貴久,気象解説者/気象予報士/防災士/ウェザーマップ所属,hiranotakahisa,NaN,1980年愛知県生まれ。大学では気象学を専攻。卒業後は番組制作会社でリサーチャーとして活動。メディアを通じて自ら気象情報を発信したいという思いから、2009年に気象予報士の資格を取得。2012年から宮城県の仙台放送にて気象キャスターを務める。現在「仙台放送 Live News it!」出演中。予報はもちろんのこと、これまで宮城県内さまざまな場所を取材した経験から見えてくることなども発信できたらと思います。,37,0
593,藤代裕之,ジャーナリスト,fujisiro,NaN,広島大学卒。徳島新聞社で記者として、司法・警察、地方自治などを取材。NTTレゾナントで新サービス立ち上げや研究開発支援担当を経て、法政大学社会学部メディア社会学科。日本ジャーナリスト教育センター（JCEJ）代表運営委員。ソーシャルメディアによって変化する、メディアやジャーナリズムを取材、研究しています。著書に『ネットメディア覇権戦争 偽ニュースはなぜ生まれたか』など。,104,4
594,古田大輔,ジャーナリスト / メディアコラボ代表,masurakusuo,masurakusuo,1977年福岡生まれ、早稲田大政経学部卒。2002年朝日新聞入社。社会部などを経て、アジア総局員、シンガポール支局長。帰国後はデジタル版を担当。2015年10月に退社し、BuzzFeed Japan創刊編集長に就任。2019年6月に独立し、株式会社メディアコラボを設立。フリーランスのジャーナリスト/メディアコンサルタントに。その他の役職に、インターネットメディア協会理事、ファクトチェック・イニシアティブ理事、Online News Association Japanオーガナイザー、早稲田大院政治学研究科非常勤講師など。共著に「フェイクと憎悪」など。,17,13
595,不破雷蔵,「グラフ化してみる」「さぐる」ジャーナブロガー　検証・解説者,Fuwarin,garbagenews,ニュースサイト「ガベージニュース」管理人。経済・社会情勢分野を中心に、官公庁発表情報をはじめ多彩な情報を多視点から俯瞰、グラフ化、さらには複数要件を組み合わせ・照らし合わせ、社会の鼓動を聴ける解説を行っています。過去の経歴を元に、軍事や歴史、携帯電話を中心としたデジタル系にも領域を広げることもあります。,NaN,1112
596,堀向健太,日本アレルギー学会専門医・指導医。日本小児科学会指導医。,ped_allergy,NaN,1998年、鳥取大学医学部医学科卒業。鳥取大学医学部附属病院および関連病院での勤務を経て、2007年、国立成育医療センター(現国立成育医療研究センター)アレルギー科、2012年から現職。日本小児科学会専門医。日本アレルギー学会専門医/指導医。2014年、米国アレルギー臨床免疫学会雑誌に、世界初の保湿剤によるアトピー性皮膚炎発症予防研究を発表。2016年、ブログ「小児アレルギー科医の備忘録」を開設。Twitter(フォロワー6.9万人)、Instagram(フォロワー1.8万人)。2020年6月Yahoo!ニュース 個人MVA受賞。※アイコンは青鹿ユウさん(@buruban)に提供頂きました。,45,21
597,松村太郎,ジャーナリスト/キャスタリア株式会社 取締役,taromatsumura,taromatsumura,1980年東京生まれ。モバイル・ソーシャルを中心とした新しいメディアとライフスタイル・ワークスタイルの関係をテーマに取材・執筆を行う他、企業のアドバイザリーや企画を手がける。テクノロジーを活用した新しい学びを研究・ビジネス化するキャスタリア株式会社取締役。,303,7
598,三上洋,ITジャーナリスト,mikamiyoh,YohMikami,セキュリティ・ネット事件・スマートフォン料金を専門とするITジャーナリスト。テレビ・ラジオ・雑誌などでの一般向け解説多数。読売オンライン「サイバー護身術」、アスキー「5分でわかる時事セキュリティ」などを連載。文教大学情報学部非常勤講師,28,0
599,峰宗太郎,医師（病理専門医）・薬剤師・研究者,minesoh,NaN,医師（病理専門医）、薬剤師、博士（医学）。京都大学薬学部、名古屋大学医学部、東京大学大学院医学系研究科卒。国立国際医療研究センター病院、国立感染症研究所等を経て、米国国立研究機関博士研究員。専門は病理学・ウイルス学・免疫学。ワクチンの情報、医療リテラシー、トンデモ医学等の問題をまとめている。,5,7
600,武者良太,ガジェットライター,mmmryo,musha.ryota,むしゃりょうた／Ryota Musha。1971年生まれ。埼玉県出身。1989年よりパソコン雑誌、ゲーム雑誌でライター活動を開始。現在はIT、AI、VR、デジタルガジェットの記事執筆が中心。元Kotaku Japan編集長。Facebook「WEBライター」グループ主宰。,24,5
601,森井昌克,神戸大学大学院工学研究科　教授,prof_morii,prof.morii,1989年大阪大学大学院工学研究科博士後期課程通信工学専攻修了、工学博士。同年、京都工芸繊維大学助手、愛媛大学助教授を経て、1995年徳島大学工学部教授、現在、神戸大学大学院工学研究科教授。情報セキュリティ大学院大学客員教授。情報通信工学、特にサイバーセキュリティ、インターネット、情報理論、暗号理論等の研究、教育に従事。加えて、インターネットの文化的社会的側面についての研究、社会活動にも従事。内閣府等各種政府系委員会の座長、委員を歴任。2018年情報化促進貢献個人表彰経済産業大臣賞受賞。 2019年総務省情報通信功績賞受賞。2020年情報セキュリティ文化賞受賞。電子情報通信学会フェロー。,150,183
602,森さやか,NHK WORLD 気象アンカー、気象予報士,sayakasofiamori,sayakamorinhk,NHK WORLD気象アンカー。南米アルゼンチン・ブエノスアイレスに生まれ、横浜で育つ。2011年より現職。英語で世界の天気を伝える気象予報士。日本気象学会、日本気象予報士会、日本航空機操縦士協会・航空気象委員会会員。著書に「竜巻のふしぎ」「天気のしくみ」（共著／共立出版）がある。『世界』(岩波書店)にて「いま、この惑星で起きていること」を連載中。,539,0
603,森田正光,気象解説者/気象予報士/ウェザーマップ会長,wm_morita,NaN,1950年名古屋市生まれ。日本気象協会に入り、東海本部、東京本部勤務を経て41歳で独立、フリーのお天気キャスターとなる。1992年、民間気象会社ウェザーマップを設立。テレビやラジオでの気象解説のほか講演活動、執筆などを行っている。天気と社会現象の関わりについて、見聞きしたこと、思うことを述べていきたい。2017年8月『天気のしくみ ―雲のでき方からオーロラの正体まで― 』（共立出版）という本を出版しました。,80,8
604,森本まりあ,気象予報士／気象解説者／ウェザーマップ所属,marialapim,NaN,1996年東京都府中市出身。大学1年次に気象予報士資格を取得し、同年からウェザーマップに所属。大学在学中から報道番組のサポートや出演の仕事を始める。卒業後はNHK北九州『ニュースブリッジ北九州〈平日・午後6時30分～〉』に出演。2020年にNHK北九州放送局にて局長賞受賞。地域密着の気象解説を目指すと共に、季節の話題や生活情報も取り入れた充実した気象コーナーを心掛けている。Twitterでも日々の天気を更新中。趣味はバイオリン、愛鳥と遊ぶこと、図書館巡りなど。,48,0
605,薬師寺泰匡,救急科専門医/薬師寺慈恵病院 院長,ERxICU_yakkun,NaN,やくしじひろまさ/Yakushiji Hiromasa。救急科専門医。空気と水と米と酒と魚がおいしい富山で医学を学び、岸和田徳洲会病院、福岡徳洲会病院で救急医療に従事。2020年から家業の病院に勤務しつつ、岡山大学病院高度救命救急センターで救急医療にのめり込んでいる。ER診療全般、特に敗血症（感染症）、中毒、血管性浮腫の診療が得意。著書に「やっくん先生の そこが知りたかった中毒診療（金芳堂）」、「@ER×ICU めざせギラギラ救急医（日本医事新報社）」など。※記事は個人としての発信であり、組織の意見を代表するものではありません。,30,62
606,矢崎裕一,データ・ビジュアライゼーション実務家兼研究者,yuichy02,yuichi.yazaki,コード・フォー・トウキョウ 代表／データ・ビジュアライゼーション・ジャパン 発起人／多摩美術大学 情報デザイン学科 非常勤講師／東京大学空間情報科学研究センター 柴崎研究室 協力研究員／千葉工業大学大学院 デザイン科学 修士修了／おもちゃコンサルタント。株式会社ビジネス・アーキテクツにてデザイナー及びアートディレクターを7年間経験後、2008年に独立。近年では、データ・ビジュアライゼーションの実践と普及に関する様々な活動をおこなっている。共著書に「RESASの教科書」がある。,17,0
607,山中龍宏,小児科医／NPO法人 Safe Kids Japan 理事長,NaN,safekidsjapan2016,1974年東京大学医学部卒業。1987年同大学医学部小児科講師。1989年焼津市立総合病院小児科科長。1995年こどもの城小児保健部長を経て、1999年緑園こどもクリニック（横浜市泉区）院長。1985年、プールの排水口に吸い込まれた中学２年生女児を看取ったことから事故予防に取り組み始めた。現在、産業技術総合研究所人工知能研究センター外来研究員、NPO法人Safe Kids Japan理事長、内閣府教育・保育施設等における重大事故防止策を考える有識者会議委員、国民生活センター商品テスト分析・評価委員会委員、日本スポーツ振興センター学校災害防止調査研究委員会委員。,87,4
608,山本健人,消化器外科専門医,keiyou30,keiyou30,医師・医学博士。2010年京都大学医学部卒業。外科専門医、消化器病専門医、消化器外科専門医、感染症専門医、がん治療認定医など。「外科医けいゆう」のペンネームで医療情報サイト「外科医の視点」を運営し、開設３年で1000万PV超。時事メディカル、看護roo!などのウェブメディアで連載。各地で一般向け講演なども精力的に行っている。著書に「医者と病院をうまく使い倒す34の心得」（KADOKAWA）、「がんと癌は違います 知っているようで知らない医学の言葉55 (幻冬舎）」など多数。,33,5
609,赤石千衣子,しんぐるまざあず・ふぉーらむ理事長,nyachieko,singlemamaforum,ＮＰＯ法人しんぐるまざあず・ふぉーらむ理事長。当事者としてシングルマザーと子どもたちが生き生きくらせる社会をめざして活動中。社会保障審議会児童部会ひとり親家庭の支援の在り方専門委員会参考人。社会福祉士。国家資格キャリアコンサルタント。東京都ひとり親家庭の自立支援計画策定委員。全国の講演多数。著書に『ひとり親家庭』（岩波新書）、共著に『災害支援に女性の視点を』、編著に『母子家庭にカンパイ！』（現代書館）、『シングルマザー365日サポートブック』ほかがある。,30,4
610,阿古真理,作家・生活史研究家,NaN,NaN,1968年兵庫県生まれ。広告制作会社を経て、1999年より東京に拠点を移し取材・執筆を中心に活動。食を中心にした暮らしの歴史・ジェンダー、写真などをテーマに執筆。主な著書に『日本外食全史』（亜紀書房）、『平成・令和食ブーム総ざらい』（集英社インターナショナル）、『パクチーとアジア飯』（中央公論新社）、『料理は女の義務ですか』・『小林カツ代と栗原はるみ』（共に新潮新書）、『なぜ日本のフランスパンは世界一になったのか』（NHK出版新書）、『昭和の洋食　平成のカフェ飯』（ちくま文庫）、『「和食」って何？』（ちくまプリマー新書）、『母と娘はなぜ対立するのか』（筑摩書房）など。,23,1
611,浅田里花,ファイナンシャル・プランナー（CFPⓇ・１級FP 技能士）,NaN,NaN,㈱生活設計塾クルー取締役、個人事務所リアサイト代表、東洋大学社会学部　非常勤講師。同志社大学文学部卒業後、大手証券会社、独立系FP会社を経て現職。一人ひとり・家庭ごとに合った資産設計、保障設計、リタイア前後の生活設計等のコンサルティングのほか、新聞・雑誌等への原稿執筆、セミナー講師などを行う。著書に『Ｑ＆Ａで学ぶ　ライフプラン別営業術』、『住宅・教育・老後のお金に強くなる！』、『お金はこうして殖やしなさい』（共著）など。生活を守り続けるにはマネーリテラシーを磨くことが大切。その手伝いとなる情報を発信していきたい。,34,0
612,安部かすみ,ニューヨーク在住ジャーナリスト、編集者,kasumilny,NaN,雑誌出版社で編集者＆メジャーミュージシャンのインタビュアー、ガイドブック編集長（6.5年）を経て、02年活動拠点をNYに移す。NYの出版社に勤務し（7年）、シニアエディターとして街ネタや環境問題を取材。現在はライフスタイル、働き方、社会問題、グルメ、文化、テック＆スタートアップの最新情報を発信、CROSS FMに毎月出演中。著書：NYのクリエイティブ地区ブルックリンへ（イカロス出版）。所属団体：在外ジャーナリスト協会Global Press、米政府機関在外プレス組織NY Foreign Press Center,280,80
613,安蔵靖志,IT・家電ジャーナリスト,anzou,yasushianzo,IT・家電ジャーナリスト　一般財団法人家電製品協会認定　家電製品総合アドバイザー（プラチナグレード）、スマートマスター。AllAbout 家電ガイド。日経BP社「日経ネットナビ」「日経ネットブレーン」「デジタルARENA」「日経トレンディネット」などを経てフリーに。デジタル家電や生活家電に関連する記事を執筆するほか、家電のスペシャリストとしてテレビやラジオ、新聞、雑誌など多数のメディアに出演。KBCラジオ「キャイ～ンの家電ソムリエ」に出演するほか、ラジオ番組の家電製品紹介コーナーの構成などにも携わっている。,7,6
614,安藤眞,自動車ジャーナリスト　フリーランスライター,NaN,NaN,国内自動車メーカー設計部門に約５年間勤務した後、地域タブロイド新聞でジャーナリスト活動を開始。同時に自動車雑誌にも寄稿を始め、わかりやすく詳しい技術解説が好評となる。環境技術には1990年代から取り組み、ディーゼルNOx法改正を審議した第151通常国会では参考人として意見陳述を行ったほか、ドイツ車メーカーの環境報告書日本語版の翻訳査読なども担当。道路行政に関しても、国会に質問主意書を提出するなど、積極的に関わっている。自動車技術会会員。,3,3
615,あんどうりす,アウトドア防災ガイド　 リスク対策.com名誉顧問,andorisu_bosai,andorisu,阪神淡路大震災の経験とアウトドアスキルを使った日常にも役立つ防災テクを、赤ちゃん子育て仲間に話したのが２００３年。子育てバックをそのまま防災バックに、LEDヘッドライトを使う理由と遊び方、濡れても音が出るホイッスルの特徴、高性能レインウエアを６年間子どもに着せる方法、赤ちゃんを軽くだっこやおんぶする技はアウトドアのリュックを軽くする仕組みと同じ、防水バックで水着入れ＆給水バックになど実践的な技をいち早く紹介。技だけなく仕組みと知恵が得られると好評で、口コミで全国に広がる。現在、企業研修など多様な講演、FM西東京パーソナリティ、リスク対策.comなど防災記事も執筆。ゆるくて楽しい防災が好み。,37,26
616,飯田一史,ライター,cattower,ichishi.iida,出版社にてカルチャー誌や小説の編集者を経験した後、独立。マーケティング的視点と批評的観点からウェブカルチャー、出版産業、子どもの本、マンガ等について取材＆調査してわかりやすく解説・分析。単著に『いま、子どもの本が売れる理由』『マンガ雑誌は死んだ。で、どうするの？』『ウェブ小説の衝撃』など。構成を担当した本に石黒浩『アンドロイドは人間になれるか』、藤田和日郎『読者ハ読ムナ』、福原慶匡『アニメプロデューサーになろう！』、中野信子『サイコパス』他。青森県むつ市生まれ。中央大学法学部法律学科卒、グロービス経営大学院経営学修士（ＭＢＡ）。息子4歳、猫2匹　ichiiida@gmail.com,110,2
617,五百田達成,作家・心理カウンセラー,ebisucareer,iotatatsunari.net,"著書累計100万部：「不機嫌な妻　無関心な夫」「超雑談力」「察しない男 説明しない女」「不機嫌な長男･長女 無責任な末っ子たち」「話し方で損する人 得する人」など。角川書店、博報堂を経て独立。コミュニケーション×心理を出発点に、「男女のコミュニケーション」「生まれ順性格分析」「伝え方とSNS」「恋愛・結婚・ジェンダー」などをテーマに執筆。米国CCE,Inc.認定 GCDFキャリアカウンセラー。",422,12
618,五十嵐悠紀,明治大学 総合数理学部 准教授,yuki_igrs,NaN,"東京大学大学院工学系研究科博士課程修了．博士(工学)．日本学術振興会特別研究員PD, RPD(筑波大学)を経て，現職．専門はコンピュータグラフィックスおよびユーザインタフェース．子ども向けにITを使ったワークショップを行うなどアウトリーチ活動も行う．著書に「AI世代のデジタル教育　6歳までにきたえておきたい能力55」(河出書房新書)，「スマホに振り回される子　スマホを使いこなす子 (ネット社会の子育て)」(ジアース教育新社)，ほか．",86,6
619,石井万寿美,まねき猫ホスピタル院長　獣医師,manma14956711,masumi0514,大阪市生まれ。まねき猫ホスピタル院長、獣医師・作家。酪農学園大学大学院獣医研究科修了。大阪府守口市で開業。専門は栄養療法をしながらがんの治療。その一方、新聞、雑誌で作家として活動。「動物のお医師さんになりたい（コスモヒルズ）」シリーズ「ますみ先生のにゃるほどジャーナル 動物のお医者さんの365日（青土社）」など著書多数。シニア犬と暮らす。,200,213
620,石蔵文信,医師／循環器、心療内科医／家族・夫婦・定年問題専門,NaN,NaN,内科専門医・循環器専門医・性機能専門医・超音波指導医。大阪市内と都内で男性更年期外来担当。循環器病・夫婦問題や定年後男性の生き方などが専門。各地で料理教室を開催。主な著書として『夫源病』（大阪大学出版会）『男のええかげん料理』（講談社）『なぜ妻は、夫のやることなすこと気に食わないのか エイリアン妻と共生するための15の戦略』 (幻冬舎新書) 『妻の病気の9割は夫がつくる (医師が教える「夫源病」の治し方)』『親を殺したくなったら読む本 (親に疲れた症候群の治し方)』（マキノ出版）など多数。日本原始力発電所協会代表（http://eco-powerplant.com）,42,102
621,いちのせかつみ,生活経済ジャーナリスト・ＣＦＰ®,NaN,NaN,大学卒業後、会計事務所に入所し、税務経理や人材育成を中心としたコンサルタントとして活躍。平成元年に日本ファイナンシャル･プランナーズ協会「ファイナンシャル・プランナー」の認定を受け、平成６年にCFP®資格を取得。家計からみた人生設計の考え方に関しては第一人者で、大阪では数少ない新進気鋭のジャーナリストである。その反面、「ゆかい亭マネー」（芸名）としてお笑い系のお金の専門家として寄席等にも出演。平成１５年には、自転車で金銭教育普及のためのボランティアセミナーを行いながら日本列島を縦断。現在、テレビやラジオに出演する一方、講演会やセミナー、執筆活動など多方面で活躍中。,14,7
622,一志治夫,ノンフィクション作家,NaN,NaN,1994年『狂気の左サイドバック』で第1回小学館ノンフィクション大賞受賞。環境保全と地域活性、食文化に関する取材ルポを中心に執筆。植物学者の半生を描いた『魂の森を行け』、京都の豆腐屋「森嘉」の聞き書き『豆腐道』、山形・庄内地方のレストランを核に動いていく地域社会を書いた『庄内パラディーゾ』、鮨をテーマにした『失われゆく鮨をもとめて』、『旅する江戸前鮨』など環境・食関連の書籍多数。最新刊は『美酒復権　秋田の若手蔵元集団｢NEXT5｣の挑戦 』。他ジャンルの著書として、、1992年より取材を続けているカズのドキュメンタリー『たったひとりのワールドカップ　三浦知良 1700日の戦い』がある。,13,0
623,井手隊長,ラーメンライター／ミュージシャン,idetaicho,takuto.ide,全国47都道府県のラーメンを食べ歩くラーメンライター。東洋経済オンライン、AERA dot.など連載のほか、テレビ番組出演・監修、コンテスト審査員、イベントMCなどで活躍中。 自身のインターネット番組、ブログ、Twitter、Facebookなどでも定期的にラーメン情報を発信。ミュージシャンとして、サザンオールスターズのトリビュートバンド「井手隊長バンド」や、昭和歌謡・オールディーズユニット「フカイデカフェ」でも活動。本の要約サービス フライヤー 執行役員、「読者が選ぶビジネス書グランプリ」事務局長も務める。,25,130
624,井出留美,食品ロス問題ジャーナリスト・博士（栄養学）,rumiide,rumiide,奈良女子大学食物学科卒、博士（栄養学/女子栄養大学大学院）、修士（農学/東京大学大学院農学生命科学研究科）。ライオン、青年海外協力隊を経て日本ケロッグ広報室長等歴任。3.11食料支援で廃棄に衝撃を受け誕生日を冠した（株）office3.11設立。食品ロス削減推進法成立に協力した。Champions12.3メンバー。著書に『食料危機』『あるものでまかなう生活』『賞味期限のウソ』『捨てられる食べものたち』他。食品ロスを全国的に注目されるレベルまで引き上げたとして第二回食生活ジャーナリスト大賞食文化部門/Yahoo!ニュース個人オーサーアワード2018/第一回食品ロス削減推進大賞消費者庁長官賞受賞。,564,168
625,伊藤麻衣,気象解説者/気象予報士/ウェザーマップ所属,mai19860507,NaN,静岡県御前崎市出身。2011年に気象予報士資格を取得。2014年にNHK広島放送局で気象キャスターをはじめ、2017年からは地元のNHK静岡で気象キャスターを務める。たっぷり静岡(平日・午後６時１０分～)に出演。地域に根ざした天気や、天気というフィルターを通すと気づく静岡の魅力をお伝えします。,45,0
626,猪瀬聖,ジャーナリスト,NaN,NaN,慶應義塾大学卒。米コロンビア大学大学院（ジャーナリズムスクール）修士課程修了。日本経済新聞生活情報部記者、同ロサンゼルス支局長などを経て、独立。食の安全、働き方、マイノリティ、米国の社会問題を中心に幅広く取材。著書に『アメリカ人はなぜ肥るのか』（日経プレミアシリーズ、韓国語版も出版）、『仕事ができる人はなぜワインにはまるのか』（幻冬舎新書）など。,165,75
627,植草美幸,結婚相談所代表・恋愛・婚活ジャーナリスト　植草美幸,miyureia,uekusamiyuki,"千葉県出身。青山学院大学卒業。結婚相談所マリーミー代表、恋愛・婚活アドバイザー。1995年に、アパレル業界に特化した人材派遣会社、株式会社エムエスピーを創業。そこで培ったコーディネート力を活かし、2009年、結婚相談所マリーミーをスタート。以後10年以上にわたり年間約1,000組の恋愛・結婚に対するアドバイスを行い、業界平均15％と言われる成婚率において、約80％の成婚率(※)を記録している。『婚活学講座　尊敬婚のすすめ」、『婚活リベンジ!』など、著書は計12冊。メディア出演の他、地方自治体をはじめとした講演依頼も多数。(※) 成婚退会者数÷全体退会者数で算出。",3,0
628,上田諭,高齢者精神科専門医,NaN,NaN,1957年京都府生まれ。関西学院大学社会学部卒。朝日新聞記者を経て1996年北海道大学医学部卒。東京都多摩老人医療センター、東京都老人医療センターの精神科で、高齢者うつ病、認知症の医療に従事。米Duke大学で電気けいれん療法研修修了。日本医科大学精神神経科助教のち講師。2017年東京医療学院大学教授。2020年戸田中央総合病院メンタルヘルス科部長。北辰病院(越谷市)で高齢者専門外来。精神保健指定医。医学博士。日本老年精神医学会専門医・指導医。著書『治さなくてよい認知症』（日本評論社）、『不幸な認知症 幸せな認知症』（マガジンハウス）、訳書『精神病性うつ病―病態の見立てと治療』（星和書店）など。,6,0
629,碓井真史,新潟青陵大学大学院 臨床心理学研究科 教授（社会心理学）,usuimafumi,mafumi.usui,1959年東京墨田区下町生まれ。幼稚園中退。日本大学大学院文学研究科博士後期課程修了。博士（心理学）。精神科救急受付等を経て、新潟青陵大学大学院臨床心理学研究科教授。新潟市スクールカウンセラー。好物はもんじゃ。専門は社会心理学。テレビ出演：「視点論点」「あさイチ」「とくダネ！」「サンデーモーニング」「ミヤネ屋」「NEWS ZERO」「ホンマでっか！？TV」「チコちゃんに叱られる！」など。著書：『あなたが死んだら私は悲しい：心理学者からのいのちのメッセージ』『誰でもいいから殺したかった：追い詰められた青少年の心理』『ふつうの家庭から生まれる犯罪者』等。監修：『よくわかる人間関係の心理学』等。,NaN,1281
630,海原純子,博士（医学）・心療内科医・日本医科大学特任教授,NaN,NaN,東京慈恵会医科大学卒業。同大講師を経て、1986年東京で日本初の女性クリニックを開設。2007年厚生労働省健康大使（～2017年）。2008-2010年、ハーバード大学大学院ヘルスコミュニケーション研究室客員研究員。2013年より日本医科大学医学教育センター特任教授。2018年昭和女子大学特命教授。復興庁心の健康サポート事業統括責任者（～2014年）。被災地調査論文で2016年日本ストレス学会賞受賞。日本生活習慣病予防協会理事。日本ポジティブサイコロジー医学会理事。医学生時代父親の病気のため歌手活動で生活費を捻出しテレビドラマの主題歌など歌う。医師となり中止していたジャズライブを近年再開。,82,8
631,江川紹子,ジャーナリスト・神奈川大学特任教授,amneris84,shokoeg,神奈川新聞記者を経てフリーランス。司法、政治、災害、教育、カルト、音楽など関心分野は様々です。2020年4月から神奈川大学国際日本学部の特任教授を務め、カルト問題やメディア論を教えています。,237,36
632,大内洋,亀田メディカルセンタースポーツ医学科　主任部長,hiroshi_ohuchi,hiroshi.ohuchi.399,スポーツ整形外科医。専門は障害予防、最小侵襲手術。幼少期よりスポーツをするのが大好きで、同時に自分のケガが絶えないことから自然とスポーツ整形外科医の道を志すように。現在、プロ野球やなでしこリーグ、日本水泳連盟、日本オリンピック委員会など多くのスポーツ関連団体でドクターとして広く活動している。,4,8
633,大須賀覚,がん研究者,SatoruO,osuka.satoru,がん研究者 / アラバマ大学バーミンハム校助教授。筑波大学医学専門学群卒。卒後は脳神経外科医として、主に悪性脳腫瘍の治療に従事。患者と向き合う日々の中で、現行治療の限界に直面して、患者を救える新薬開発をしたいとがん研究者に転向。現在は米国で研究を続ける。近年、日本で不正確ながん情報が広がっている現状を危惧して、がんを正しく理解してもらおうと、情報発信活動も積極的に行っている。Twitter (フォロワー4万人)。著書に「世界中の医学研究を徹底的に比較してわかった最高のがん治療」（ダイヤモンド社、勝俣範之氏・津川友介氏と共著）。わかりやすくて、温かい、がん情報を発信していきます。,5,4
634,おおたとしまさ,育児・教育ジャーナリスト,toshimasaota,otatoshi,1973年東京生まれ。麻布中学・高校卒業。東京外国語大学英米語学科中退。上智大学英語学科卒業。リクルートから独立後、数々の育児・教育誌のデスクや監修を歴任。男性の育児、夫婦関係、学校や塾の現状などに関し、各種メディアへの寄稿、コメント掲載、出演多数。中高教員免許をもつほか、小学校での教員経験、心理カウンセラーとしての活動経験あり。著書は『ルポ塾歴社会』『名門校とは何か？』『ルポ教育虐待』『受験と進学の新常識』『中学受験「必笑法」』『ルポ父親たちの葛藤』『＜喧嘩とセックス＞夫婦のお作法』など60冊以上。,79,20
635,太田匡彦,朝日新聞記者,qEaLO0nvwWqCKMx,NaN,１９７６年東京都生まれ。９８年、東京大学文学部卒。読売新聞東京本社を経て２００１年、朝日新聞社入社。経済部記者として流通業界などの取材を担当した後、ＡＥＲＡ編集部在籍中の０８年に犬の殺処分問題の取材を始めた。１５年、朝日新聞のペット面「ペットとともに」（朝刊に毎月掲載）およびペット情報発信サイト「ｓｉｐｐｏ」の立ち上げに携わった。著書に『犬を殺すのは誰か　ペット流通の闇』『「奴隷」になった犬、そして猫』（いずれも朝日新聞出版）などがある。,14,0
636,大塚篤司,医師、コラムニスト、医学博士、皮膚科専門医、がん治療認定医,otsukaman,atsushi.otsuka.31,千葉県出身、1976年生まれ。2003年、信州大学医学部卒業。皮膚科専門医、がん治療認定医、アレルギー専門医。チューリッヒ大学病院皮膚科客員研究員を経て、現在は京都大学医学部特定准教授。専門はアトピー性皮膚炎などのアレルギー疾患と皮膚悪性腫瘍（主にがん免疫療法）。コラムニストとしてAERA dot./BuzzFeed Japan/京都新聞「現代のことば」などに寄稿。著書に『心にしみる皮膚の話』（朝日新聞出版社）、『最新医学で一番正しい アトピーの治し方』（ダイヤモンド社）、『本当に良い医者と病院の見抜き方、教えます。』（大和出版）がある。自他ともに認める熱狂的なB'zファン。,11,5
637,大津秀一,緩和ケア医師,shuichiotsu,soukikanwa,岐阜大学医学部卒業。緩和医療専門医。日本初の早期緩和ケア外来専業クリニック院長。早期からの緩和ケア全国相談『どこでも緩和』運営。2006年わかりやすい医療情報が皆の幸せになると執筆開始、著書累計65万部（『死ぬときに後悔すること25』他）。2003年緩和ケアを開始し2005年日本最年少の緩和ケア医となる。2006年笹川医学医療研究財団ホスピス緩和ケアドクター養成コース修了。ホスピス医、在宅医を経て2010年から東邦大学大森病院緩和ケアセンターに所属し緩和ケアセンター長を務め、2018年より現職。内科専門医、老年病専門医、消化器病専門医。現役医師YouTuber「かんわいんちょー」としても活動。,28,28
638,岡崎五朗,モータージャーナリスト,NaN,goro.okazaki,青山学院大学理工学部機械工学科在学中から執筆活動を開始。新聞、雑誌、webへの寄稿のほか、2008年からテレビ神奈川の自動車情報番組「クルマでいこう！」のメインキャスターを務める。年間に試乗するクルマは150台以上。新車の試乗レビューに加え、新技術の解説、マーケティング、ブランディング、といった様々な見地からクルマをわかりやすく論じることを得意とする。ライフワークは、クルマを通して人や社会を見ること。日本自動車ジャーナリスト協会理事。日本カーオブザイヤー選考委員。ワールドカーアワード選考委員。ワールドエンジンオブザイヤー選考委員。,4,32
639,沖田瑞穂,神話学者・博士（文学）・大学非常勤講師・神話学研究所所長。,amrtamanthana,urvasii,1977年、神戸市生まれ。学習院大学大学院人文科学研究科日本語日本文学専攻博士後期課程修了。博士（日本語日本文学）。東海大学文学部在学中よりサンスクリット語とインド神話を学ぶ。専門はインド神話・比較神話。著書に『マハーバーラタの神話学』（博士論文、弘文堂）、『怖い女』（原書房）、『人間の悩み、あの神様はどう答えるか』（青春文庫）、『マハーバーラタ入門』（勉誠出版）、『世界の神話』（岩波ジュニア新書）、『マハーバーラタ、聖性と戦闘と豊穣』（みずき書林）。監訳書に『インド神話物語　マハーバーラタ』（原書房）がある。,8,0
